1	108	0.645333	0.848254	1.0056
1	109	0.448699	0.717728	0.917917
1	110	0.254967	0.579738	0.811108
1	111	0.100043	0.436743	0.665806
1	112	-0.0239161	0.29103	0.495069
1	113	-0.124105	0.146075	0.312254
1	114	-0.205065	0.00669028	0.129925
1	115	-0.270445	-0.121181	-0.0392944
1	116	-0.322737	-0.23125	-0.184134
1	117	-0.363279	-0.318168	-0.296461
1	118	-0.393359	-0.37884	-0.372347
1	119	-0.413454	-0.413102	-0.412956
1	120	-0.425022	-0.423364	-0.422736
1	121	-0.428713	-0.413754	-0.408597
1	122	-0.425703	-0.389204	-0.377871
1	123	-0.417076	-0.354744	-0.337521
1	124	-0.40325	-0.315014	-0.293643
1	125	-0.386068	-0.273807	-0.250435
1	126	-0.366445	-0.233817	-0.210694
1	127	-0.345246	-0.196802	-0.175917
1	128	-0.323728	-0.163698	-0.146532
1	129	-0.302013	-0.134928	-0.122547
1	130	-0.280582	-0.110791	-0.10379
1	131	-0.259769	-0.0912855	-0.0898216
1	132	-0.239848	-0.0763991	-0.0802397
1	133	-0.221249	-0.0660585	-0.0746405
1	134	-0.203939	-0.0601571	-0.072622
1	135	-0.187771	-0.0586494	-0.0738413
1	136	-0.173644	-0.0614154	-0.0780439
1	137	-0.161614	-0.0683866	-0.0850005
1	138	-0.151327	-0.0793092	-0.0942719
1	139	-0.143266	-0.0938228	-0.105532
1	140	-0.137486	-0.111542	-0.118427
1	141	-0.134304	-0.131983	-0.132664
1	142	-0.133658	-0.154644	-0.14791
1	143	-0.135399	-0.178721	-0.163651
1	144	-0.139832	-0.203165	-0.179461
1	145	-0.146918	-0.226658	-0.194748
1	146	-0.156832	-0.247252	-0.208777
1	147	-0.169009	-0.262483	-0.220389
1	148	-0.180675	-0.273315	-0.229348
1	149	-0.188341	-0.279227	-0.233935
1	150	-0.189245	-0.274481	-0.230026
1	151	-0.181504	-0.257169	-0.21599
1	152	-0.166918	-0.230276	-0.19439
1	153	-0.149804	-0.19857	-0.169893
1	154	-0.13297	-0.16748	-0.146455
1	155	-0.118327	-0.140974	-0.126709
1	156	-0.106161	-0.120057	-0.111024
1	157	-0.0957573	-0.103301	-0.0982486
1	158	-0.0867472	-0.0906162	-0.0879506
1	159	-0.0788923	-0.084632	-0.0805697
1	160	-0.0721314	-0.086231	-0.0759937
1	161	-0.0658903	-0.0915936	-0.0724715
1	162	-0.0600871	-0.0996992	-0.0695383
1	163	-0.054588	-0.11126	-0.067144
1	164	-0.049063	-0.124829	-0.0645897
1	165	-0.0428378	-0.139045	-0.0609923
1	166	-0.0357315	-0.152629	-0.0559388
1	167	-0.0279195	-0.164241	-0.0493768
1	168	-0.0189165	-0.171852	-0.0406808
1	169	-0.00972254	-0.177457	-0.0311216
1	170	-0.00260601	-0.183985	-0.0231369
1	171	0.000143287	-0.190671	-0.0187758
1	172	-0.0023804	-0.196094	-0.0189307
1	173	-0.00859984	-0.199493	-0.0223529
1	174	-0.0166292	-0.200584	-0.0274766
1	175	-0.0249643	-0.199724	-0.0330372
1	176	-0.0332501	-0.197351	-0.038783
1	177	-0.0412981	-0.193782	-0.0445805
1	178	-0.0486631	-0.189424	-0.0500165
1	179	-0.0557461	-0.184706	-0.055485
1	180	-0.062206	-0.17986	-0.0606294
1	181	-0.0683608	-0.174986	-0.0657465
1	182	-0.0744506	-0.170458	-0.0710531
1	183	-0.0804436	-0.166416	-0.0764875
1	184	-0.0863604	-0.162849	-0.0820459
1	185	-0.0916243	-0.16004	-0.0870698
1	186	-0.0965042	-0.158049	-0.0917953
1	187	-0.101327	-0.156914	-0.0965334
1	188	-0.106026	-0.156711	-0.101173
1	189	-0.110156	-0.157321	-0.105201
