1	108	0.627669	0.815561	0.795696
1	109	0.405839	0.678906	0.595826
1	110	0.214514	0.521451	0.378453
1	111	0.0743315	0.35665	0.195145
1	112	-0.0296681	0.190806	0.0558215
1	113	-0.107981	0.0312971	-0.050238
1	114	-0.167902	-0.114054	-0.140982
1	115	-0.21381	-0.238039	-0.229005
1	116	-0.2489	-0.335253	-0.315749
1	117	-0.275405	-0.403082	-0.392457
1	118	-0.293857	-0.442028	-0.446872
1	119	-0.305218	-0.455263	-0.470962
1	120	-0.309916	-0.447452	-0.464395
1	121	-0.3087	-0.423623	-0.433762
1	122	-0.30244	-0.388588	-0.38935
1	123	-0.291355	-0.346673	-0.341252
1	124	-0.276658	-0.301549	-0.296317
1	125	-0.259645	-0.256045	-0.257139
1	126	-0.240836	-0.212076	-0.222353
1	127	-0.221224	-0.170786	-0.188644
1	128	-0.201462	-0.132703	-0.15236
1	129	-0.181875	-0.0979868	-0.110911
1	130	-0.163359	-0.0667407	-0.0637799
1	131	-0.145837	-0.0388593	-0.0121761
1	132	-0.129891	-0.0142696	0.041011
1	133	-0.115507	0.00707824	0.0917439
1	134	-0.102691	0.0251796	0.135524
1	135	-0.0919717	0.0390316	0.166914
1	136	-0.0831191	0.0469386	0.17956
1	137	-0.0765334	0.0497348	0.175043
1	138	-0.0722288	0.048263	0.157021
1	139	-0.0702442	0.0434742	0.130688
1	140	-0.0711568	0.0363467	0.101637
1	141	-0.0750433	0.0278676	0.0739627
1	142	-0.0818218	0.0190037	0.0503646
1	143	-0.0916354	0.0107653	0.0326721
1	144	-0.104886	0.004036	0.0221171
1	145	-0.121533	-0.00048989	0.0197755
1	146	-0.141136	-0.0023732	0.0266478
1	147	-0.161886	-0.0016461	0.0423061
1	148	-0.181239	0.00141854	0.0636768
1	149	-0.195318	0.00443539	0.0813569
1	150	-0.199804	0.00728316	0.0870762
1	151	-0.193288	0.00980388	0.0758752
1	152	-0.177532	0.0116168	0.0488891
1	153	-0.156522	0.0128097	0.0131392
1	154	-0.13426	0.0138506	-0.0230317
1	155	-0.11291	0.01524	-0.053552
1	156	-0.093136	0.0171782	-0.0751563
1	157	-0.0750363	0.0195059	-0.0866964
1	158	-0.0586675	0.0220407	-0.0886391
1	159	-0.0448741	0.0247121	-0.0839855
1	160	-0.0341729	0.02704	-0.0760708
1	161	-0.027495	0.0279653	-0.068376
1	162	-0.0261264	0.0263924	-0.0643665
1	163	-0.030738	0.021663	-0.0660394
1	164	-0.0414298	0.0138024	-0.0743197
1	165	-0.0570828	0.00346652	-0.0884038
1	166	-0.0754538	-0.00828305	-0.106427
1	167	-0.0918938	-0.0202617	-0.123688
1	168	-0.102429	-0.0313433	-0.136164
1	169	-0.107058	-0.0408052	-0.143704
1	170	-0.106769	-0.0485633	-0.145773
1	171	-0.102933	-0.0549906	-0.141687
1	172	-0.0967847	-0.0605953	-0.131
1	173	-0.0900869	-0.0658618	-0.115703
1	174	-0.084588	-0.0711022	-0.0997216
1	175	-0.0809771	-0.0764935	-0.0860136
1	176	-0.0795871	-0.0820118	-0.0770352
1	177	-0.0798648	-0.0874066	-0.0729969
1	178	-0.0818726	-0.0923356	-0.074457
1	179	-0.0850284	-0.096486	-0.0796954
1	180	-0.0880571	-0.099517	-0.0857081
1	181	-0.0911417	-0.101076	-0.0916049
1	182	-0.0941094	-0.101168	-0.0959808
1	183	-0.09653	-0.0997123	-0.0979038
1	184	-0.0983186	-0.0965438	-0.0973681
1	185	-0.0993312	-0.0918384	-0.09502
1	186	-0.0998298	-0.0856127	-0.0918774
1	187	-0.0996155	-0.0779525	-0.0887012
1	188	-0.0982211	-0.0690433	-0.0856584
1	189	-0.0959297	-0.0589342	-0.0824869
1	190	-0.0931634	-0.0481823	-0.0785754
1	191	-0.089815	-0.038095	-0.0727316
1	192	-0.0859238	-0.0287917	-0.0636192
1	193	-0.0816046	-0.0204099	-0.0507368
1	194	-0.0765764	-0.0129637	-0.0344073
1	195	-0.0710322	-0.00645086	-0.0162296
1	196	-0.065044	-0.000823723	0.00168136
1	197	-0.0585629	0.00397818	0.0171124
1	198	-0.0515478	0.00798299	0.0281903
1	199	-0.0437926	0.0112605	0.0338673
1	200	-0.0391452	0.0127047	0.0342241
1	201	-0.0375404	0.0128104	0.0306147
