1	108	-0.001103	0.116406385
1	109	-0.001134	0.118193812
1	110	-0.001142	0.111729418
1	111	-0.001132	0.098682119
1	112	-0.001108	0.080897173
1	113	-0.001076	0.060610245
1	114	-0.001039	0.040725269
1	115	-0.000998	0.024194152
1	116	-0.000956	0.012658567
1	117	-0.000914	0.005835562
1	118	-0.000872	0.002311118
1	119	-0.000829	0.000658997
1	120	-0.000786	-7.01E-05
1	121	-0.000743	-0.000379565
1	122	-0.000697	-0.000501246
1	123	-0.000648	-0.00053736
1	124	-0.000592	-0.000527548
1	125	-0.000529	-0.000490923
1	126	-0.000456	-0.000433452
1	127	-0.00037	-0.000356711
1	128	-0.00027	-0.000262232
1	129	-0.000154	-0.000149503
1	130	-0.000021	-1.84E-05
1	131	0.000133	0.000134461
1	132	0.000308	0.00030882
1	133	0.000507	0.000507455
1	134	0.000733	0.00073325
1	135	0.00099	0.000990137
1	136	0.001284	0.001284074
1	137	0.001622	0.00162204
1	138	0.002013	0.002013021
1	139	0.002469	0.002469011
1	140	0.003006	0.003006006
1	141	0.003644	0.003644003
1	142	0.00441	0.004410002
1	143	0.005336	0.005336001
1	144	0.006455	0.006455
1	145	0.007796	0.007796
1	146	0.009341	0.009341
1	147	0.010957	0.010957
1	148	0.01228	0.01228
1	149	0.014501	0.014501
1	150	0.015119	0.015119
1	151	0.014134	0.014134
1	152	0.012192	0.012192
1	153	0.010074	0.010074
1	154	0.008202	0.008202
1	155	0.006688	0.006688
1	156	0.005503	0.005503
1	157	0.004581	0.004581
1	158	0.003862	0.003862
1	159	0.003296	0.003296
1	160	0.002847	0.002847
1	161	0.00249	0.00249
1	162	0.002202	0.002202
1	163	0.001968	0.001968
1	164	0.001772	0.001772
1	165	0.001598	0.001598
1	166	0.001434	0.001434
1	167	0.001278	0.001278
1	168	0.001136	0.001136
1	169	0.001016	0.001016
1	170	0.000922	0.000922
1	171	0.000849	0.000849
1	172	0.000789	0.000789
1	173	0.000737	0.000737
1	174	0.000689	0.000689
1	175	0.000645	0.000645
1	176	0.000603	0.000603
1	177	0.000565	0.000565
1	178	0.000531	0.000531
1	179	0.000499	0.000499
1	180	0.00047	0.00047
1	181	0.000445	0.000445
1	182	0.000421	0.000421
1	183	0.000401	0.000401
1	184	0.000382	0.000382
1	185	0.000365	0.000365
1	186	0.00035	0.00035
1	187	0.000336	0.000336
1	188	0.000323	0.000323
1	189	0.000312	0.000312
1	190	0.000301	0.000301
1	191	0.000291	0.000291
1	192	0.000282	0.000282
1	193	0.000274	0.000274
1	194	0.000266	0.000266
1	195	0.000258	0.000258
1	196	0.000251	0.000251
1	197	0.000245	0.000245
1	198	0.000238	0.000238
1	199	0.000233	0.000233
1	200	0.000227	0.000227
1	201	0.000222	0.000222
1	202	0.000217	0.000217
1	203	0.000212	0.000212
2	108	-0.000579	0.131476935
2	109	-0.000614	0.134467757
2	110	-0.000629	0.12782236
2	111	-0.000626	0.113388225
2	112	-0.000611	0.093304598
2	113	-0.000588	0.070182046
2	114	-0.00056	0.04740595
2	115	-0.000529	0.028414867
2	116	-0.000497	0.01514121
2	117	-0.000464	0.007281605
2	118	-0.000431	0.003216216
2	119	-0.000397	0.001304981
2	120	-0.000362	0.000455853
2	121	-0.000324	9.11E-05
2	122	-0.000283	-5.91E-05
2	123	-0.000236	-0.000109132
2	124	-0.000181	-0.000106847
2	125	-0.000116	-7.20E-05
2	126	-0.000037	-1.09E-05
2	127	0.000057	7.24E-05
2	128	0.000168	0.000177046
2	129	0.000299	0.000304249
2	130	0.000452	0.000455013
2	131	0.000628	0.000629711
2	132	0.000829	0.000829961
2	133	0.001059	0.001059535
2	134	0.00132	0.001320294
2	135	0.001619	0.001619161
2	136	0.00196	0.001960087
2	137	0.002353	0.002353047
2	138	0.002809	0.002809025
2	139	0.003342	0.003342013
2	140	0.003971	0.003971007
2	141	0.004721	0.004721004
2	142	0.005623	0.005623002
2	143	0.006715	0.006715001
2	144	0.008039	0.008039
2	145	0.009627	0.009627
2	146	0.011459	0.011459
2	147	0.013377	0.013377
2	148	0.014948	0.014948
2	149	0.017595	0.017595
2	150	0.01833	0.01833
2	151	0.017153	0.017153
2	152	0.014838	0.014838
2	153	0.012313	0.012313
2	154	0.010083	0.010083
2	155	0.00828	0.00828
2	156	0.00687	0.00687
2	157	0.005776	0.005776
2	158	0.004925	0.004925
2	159	0.004257	0.004257
2	160	0.003731	0.003731
2	161	0.003313	0.003313
2	162	0.002981	0.002981
2	163	0.002712	0.002712
2	164	0.002485	0.002485
2	165	0.002281	0.002281
2	166	0.002084	0.002084
2	167	0.001891	0.001891
2	168	0.001711	0.001711
2	169	0.001559	0.001559
2	170	0.001439	0.001439
2	171	0.001346	0.001346
2	172	0.00127	0.00127
2	173	0.001204	0.001204
